state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_level
California,No,Extended,Bachelor,Employed,M,Rural,Married,Personal,Offer2,Agent,Two-Door Car,Medsize,L1
California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal,Offer2,Branch,Four-Door Car,Small,L3
California,No,Basic,High School or Below,Retired,M,Suburban,Married,Personal,Offer1,Branch,Four-Door Car,Medsize,L1
California,No,Extended,College,Employed,M,Urban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,L2
Oregon,No,Basic,College,Employed,F,Suburban,Single,Personal,Offer3,Agent,SUV,Small,L2
Oregon,Yes,Basic,High School or Below,Disabled,F,Suburban,Single,Personal,Offer1,Web,Two-Door Car,Small,L1
Nevada,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal,Offer1,Branch,Four-Door Car,Medsize,L2
Nevada,Yes,Basic,Bachelor,Retired,M,Suburban,Married,Personal,Offer1,Agent,SUV,Medsize,L2
Oregon,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal,Offer1,Call Center,SUV,Small,L2
California,Yes,Basic,College,Employed,M,Suburban,Married,Corporate,Offer2,Web,Four-Door Car,Medsize,L3
Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Corporate,Offer4,Branch,Luxury SUV,Medsize,L2
California,Yes,Premium,Master,Employed,M,Rural,Married,Personal,Offer1,Agent,Two-Door Car,Medsize,L2
California,Yes,Basic,Doctor,Employed,M,Suburban,Married,Personal,Offer1,Agent,SUV,Large,L1
Oregon,No,Basic,College,Disabled,M,Suburban,Single,Personal,Offer1,Branch,Four-Door Car,Medsize,L2
Arizona,No,Extended,High School or Below,Medical Leave,M,Suburban,Married,Corporate,Offer1,Agent,Four-Door Car,Medsize,L3
Oregon,No,Extended,High School or Below,Employed,M,Rural,Divorced,Personal,Offer2,Agent,Two-Door Car,Medsize,L2
California,No,Basic,College,Employed,F,Suburban,Married,Personal,Offer2,Web,SUV,Medsize,L1
Washington,Yes,Basic,Bachelor,Retired,M,Suburban,Divorced,Corporate,Offer1,Branch,SUV,Medsize,L3
Washington,No,Extended,Master,Employed,M,Suburban,Divorced,Personal,Offer3,Web,SUV,Medsize,L3
California,No,Extended,College,Unemployed,M,Suburban,Single,Personal,Offer1,Call Center,Four-Door Car,Medsize,L3
Oregon,No,Extended,College,Unemployed,M,Suburban,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,L3
Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Offer2,Web,Four-Door Car,Small,L2
Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate,Offer1,Branch,Four-Door Car,Medsize,L2
California,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Corporate,Offer1,Agent,Two-Door Car,Medsize,L2
California,No,Extended,College,Unemployed,F,Suburban,Single,Personal,Offer3,Branch,Four-Door Car,Small,L2
Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Divorced,Personal,Offer1,Web,Four-Door Car,Medsize,L1
California,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate,Offer1,Call Center,Two-Door Car,Small,L1
California,No,Basic,Master,Employed,M,Urban,Married,Personal,Offer3,Agent,SUV,Large,L3
Oregon,No,Extended,College,Employed,M,Suburban,Married,Personal,Offer3,Branch,Luxury Car,Small,L2
Nevada,No,Premium,High School or Below,Employed,F,Rural,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,L1
Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate,Offer1,Branch,SUV,Medsize,L3
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate,Offer2,Web,Two-Door Car,Medsize,L2
California,No,Extended,College,Medical Leave,F,Suburban,Single,Personal,Offer2,Branch,Sports Car,Medsize,L2
California,No,Basic,College,Employed,M,Rural,Married,Corporate,Offer2,Branch,Four-Door Car,Medsize,L3
California,Yes,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal,Offer2,Call Center,SUV,Medsize,L2
Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal,Offer3,Web,Four-Door Car,Medsize,L2
Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Personal,Offer3,Call Center,Two-Door Car,Medsize,L3
Oregon,No,Extended,College,Employed,M,Suburban,Single,Personal,Offer1,Agent,Luxury Car,Medsize,L3
California,No,Basic,Master,Disabled,M,Suburban,Married,Corporate,Offer1,Agent,Luxury SUV,Large,L1
California,No,Premium,High School or Below,Employed,F,Suburban,Married,Personal,Offer2,Branch,Four-Door Car,Small,L3
California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal,Offer3,Call Center,Four-Door Car,Medsize,L2
California,No,Basic,Doctor,Employed,M,Rural,Married,Personal,Offer4,Agent,Four-Door Car,Medsize,L1
California,No,Basic,Master,Employed,F,Urban,Married,Corporate,Offer3,Call Center,Four-Door Car,Medsize,L3
California,Yes,Premium,College,Employed,M,Suburban,Married,Corporate,Offer1,Branch,Two-Door Car,Medsize,L2
California,Yes,Basic,College,Employed,F,Urban,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,L2
California,No,Extended,High School or Below,Medical Leave,F,Suburban,Married,Corporate,Offer3,Agent,SUV,Medsize,L3
California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal,Offer3,Agent,Four-Door Car,Small,L2
California,No,Extended,College,Employed,M,Rural,Single,Personal,Offer4,Branch,Four-Door Car,Medsize,L2
California,No,Premium,College,Employed,M,Suburban,Single,Personal,Offer1,Branch,SUV,Medsize,L3
California,No,Basic,College,Disabled,F,Suburban,Married,Personal,Offer1,Branch,Four-Door Car,Large,L3
California,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate,Offer2,Call Center,SUV,Small,L1
California,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Offer2,Call Center,Four-Door Car,Small,L3
California,No,Basic,Bachelor,Employed,M,Urban,Single,Personal,Offer1,Branch,Two-Door Car,Medsize,L2
California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer2,Agent,SUV,Small,L1
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate,Offer1,Agent,Luxury Car,Medsize,L3
California,No,Basic,College,Employed,M,Rural,Married,Corporate,Offer1,Web,SUV,Medsize,L2
California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,L2
California,No,Basic,College,Employed,M,Suburban,Divorced,Corporate,Offer1,Web,Four-Door Car,Medsize,L3
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Offer4,Agent,Four-Door Car,Medsize,L2
California,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal,Offer2,Call Center,Luxury SUV,Medsize,L2
California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal,Offer1,Agent,Two-Door Car,Large,L3
California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer2,Call Center,Sports Car,Large,L3
California,No,Basic,College,Unemployed,M,Suburban,Single,Corporate,Offer3,Web,Four-Door Car,Small,L1
California,No,Extended,Doctor,Medical Leave,F,Suburban,Divorced,Personal,Offer3,Agent,Two-Door Car,Medsize,L3
California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer1,Branch,Two-Door Car,Medsize,L2
California,No,Extended,Master,Employed,F,Rural,Married,Personal,Offer1,Agent,SUV,Medsize,L1
California,Yes,Basic,College,Retired,M,Suburban,Divorced,Corporate,Offer2,Web,Four-Door Car,Medsize,L3
California,No,Basic,College,Medical Leave,F,Suburban,Married,Corporate,Offer2,Branch,Four-Door Car,Large,L2
California,No,Extended,Master,Employed,F,Rural,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,L2
California,No,Extended,College,Employed,F,Suburban,Married,Corporate,Offer4,Call Center,Four-Door Car,Medsize,L3
California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal,Offer2,Call Center,Four-Door Car,Large,L2
California,No,Basic,College,Employed,F,Rural,Married,Personal,Offer4,Web,Two-Door Car,Medsize,L2
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal,Offer4,Call Center,SUV,Small,L3
California,No,Basic,Doctor,Employed,F,Suburban,Married,Personal,Offer2,Agent,SUV,Medsize,L3
California,No,Extended,College,Employed,M,Urban,Married,Corporate,Offer1,Agent,Four-Door Car,Medsize,L1
California,No,Basic,Bachelor,Employed,M,Urban,Divorced,Personal,Offer3,Call Center,Two-Door Car,Medsize,L3
California,No,Extended,High School or Below,Employed,M,Suburban,Divorced,Personal,Offer2,Branch,Four-Door Car,Small,L2
California,Yes,Basic,High School or Below,Retired,F,Suburban,Divorced,Personal,Offer1,Branch,Four-Door Car,Medsize,L1
California,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate,Offer1,Agent,Four-Door Car,Medsize,L3
California,No,Basic,College,Employed,F,Rural,Married,Corporate,Offer4,Branch,Four-Door Car,Medsize,L2
California,No,Basic,College,Unemployed,M,Suburban,Married,Personal,Offer3,Branch,SUV,Medsize,L2
California,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate,Offer2,Call Center,Two-Door Car,Medsize,L3
California,No,Extended,High School or Below,Employed,F,Rural,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,L2
California,No,Basic,College,Employed,M,Urban,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,L2
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal,Offer4,Branch,Four-Door Car,Medsize,L3
California,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Offer3,Web,Sports Car,Small,L3
California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate,Offer1,Web,Two-Door Car,Large,L1
California,No,Extended,College,Employed,F,Urban,Single,Personal,Offer4,Web,Two-Door Car,Medsize,L3
California,Yes,Extended,Bachelor,Medical Leave,F,Suburban,Married,Personal,Offer2,Agent,SUV,Small,L2
California,No,Basic,College,Employed,M,Rural,Single,Personal,Offer2,Call Center,Two-Door Car,Medsize,L1
California,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate,Offer1,Branch,Four-Door Car,Medsize,L3
California,No,Extended,College,Unemployed,M,Urban,Married,Corporate,Offer1,Branch,Four-Door Car,Large,L2
California,No,Extended,College,Employed,M,Suburban,Married,Personal,Offer2,Web,Four-Door Car,Medsize,L2
California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate,Offer2,Web,Four-Door Car,Medsize,L3
California,No,Extended,Master,Disabled,F,Suburban,Married,Personal,Offer1,Agent,SUV,Medsize,L2
California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal,Offer1,Agent,SUV,Medsize,L2
California,No,Basic,Master,Employed,F,Urban,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,L3
California,No,Basic,College,Disabled,M,Suburban,Single,Personal,Offer1,Agent,Sports Car,Medsize,L3
California,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate,Offer1,Agent,Sports Car,Medsize,L1
California,No,Basic,Master,Employed,M,Urban,Divorced,Personal,Offer1,Agent,SUV,Medsize,L3
California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal,Offer2,Branch,Two-Door Car,Medsize,L2
California,No,Basic,High School or Below,Unemployed,F,Rural,Married,Personal,Offer3,Branch,Two-Door Car,Medsize,L1
California,No,Basic,Bachelor,Employed,F,Urban,Single,Corporate,Offer1,Branch,Four-Door Car,Medsize,L3
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate,Offer3,Agent,Four-Door Car,Medsize,L2
California,No,Basic,Bachelor,Medical Leave,M,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,L2
California,No,Basic,College,Employed,M,Suburban,Single,Corporate,Offer3,Agent,Four-Door Car,Medsize,L3
California,Yes,Basic,College,Retired,M,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,L2
California,No,Extended,College,Employed,F,Urban,Married,Personal,Offer3,Agent,Four-Door Car,Medsize,L2
California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal,Offer2,Web,Four-Door Car,Large,L3
California,No,Basic,College,Employed,M,Suburban,Single,Personal,Offer2,Branch,Four-Door Car,Medsize,L3
California,No,Basic,College,Unemployed,F,Suburban,Single,Corporate,Offer2,Agent,Four-Door Car,Medsize,L1
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer3,Branch,SUV,Medsize,L3
California,No,Basic,College,Disabled,M,Suburban,Married,Personal,Offer1,Branch,SUV,Medsize,L2
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer2,Call Center,SUV,Medsize,L1
California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate,Offer3,Call Center,SUV,Small,L3
California,No,Premium,High School or Below,Employed,F,Suburban,Married,Corporate,Offer2,Call Center,SUV,Medsize,L2
California,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal,Offer1,Agent,Four-Door Car,Medsize,L2
California,No,Basic,Bachelor,Disabled,F,Suburban,Married,Corporate,Offer1,Agent,Two-Door Car,Large,L3
California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer3,Call Center,Four-Door Car,Medsize,L2
California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal,Offer4,Call Center,SUV,Small,L2
California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer3,Branch,Four-Door Car,Medsize,L3
California,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal,Offer1,Agent,SUV,Small,L3
California,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate,Offer3,Agent,Four-Door Car,Small,L1
California,No,Extended,Bachelor,Employed,F,Suburban,Divorced,Personal,Offer3,Agent,Two-Door Car,Small,L3
California,No,Extended,College,Medical Leave,F,Suburban,Married,Personal,Offer1,Branch,Four-Door Car,Medsize,L2
California,No,Extended,College,Employed,F,Suburban,Divorced,Personal,Offer1,Branch,Luxury SUV,Small,L1
California,No,Basic,College,Employed,M,Rural,Married,Corporate,Offer2,Branch,SUV,Medsize,L3
California,Yes,Extended,College,Employed,F,Rural,Married,Corporate,Offer2,Call Center,Two-Door Car,Large,L2
California,Yes,Basic,Master,Employed,M,Suburban,Married,Personal,Offer1,Branch,Four-Door Car,Small,L2
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate,Offer1,Agent,SUV,Large,L3
California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,Offer3,Agent,SUV,Medsize,L2
California,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Offer1,Agent,Two-Door Car,Medsize,L2
California,No,Basic,Bachelor,Medical Leave,M,Suburban,Divorced,Personal,Offer2,Call Center,Two-Door Car,Medsize,L3
California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal,Offer2,Agent,Four-Door Car,Medsize,L3
California,No,Extended,High School or Below,Disabled,M,Suburban,Married,Corporate,Offer3,Agent,Four-Door Car,Large,L1
California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,L3
California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal,Offer2,Branch,Two-Door Car,Medsize,L2
California,No,Basic,Master,Employed,M,Suburban,Married,Personal,Offer1,Branch,Four-Door Car,Medsize,L1
California,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate,Offer3,Web,Four-Door Car,Medsize,L3
California,Yes,Extended,College,Employed,M,Suburban,Married,Corporate,Offer1,Branch,Four-Door Car,Medsize,L2
California,No,Premium,High School or Below,Employed,F,Rural,Married,Personal,Offer3,Web,SUV,Medsize,L2
California,No,Extended,Bachelor,Employed,M,Suburban,Married,Corporate,Offer2,Agent,Four-Door Car,Small,L3
California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal,Offer2,Branch,Sports Car,Medsize,L2
California,No,Basic,Bachelor,Employed,F,Rural,Single,Personal,Offer3,Branch,Two-Door Car,Large,L2
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer1,Branch,Four-Door Car,Medsize,L3
California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer4,Branch,Four-Door Car,Medsize,L3
California,No,Extended,College,Employed,F,Suburban,Married,Corporate,Offer4,Branch,SUV,Medsize,L1
California,Yes,Basic,High School or Below,Retired,M,Suburban,Divorced,Personal,Offer1,Branch,SUV,Medsize,L3
California,No,Basic,Master,Employed,F,Suburban,Divorced,Personal,Offer1,Agent,Four-Door Car,Large,L2
California,Yes,Basic,Bachelor,Retired,F,Suburban,Single,Personal,Offer1,Branch,Four-Door Car,Medsize,L1
California,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate,Offer1,Branch,Two-Door Car,Small,L3
California,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate,Offer1,Agent,Luxury Car,Medsize,L2
California,Yes,Basic,College,Unemployed,F,Suburban,Married,Personal,Offer1,Agent,SUV,Medsize,L2
California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Corporate,Offer1,Branch,SUV,Medsize,L3
California,No,Basic,High School or Below,Disabled,F,Suburban,Married,Personal,Offer1,Web,Four-Door Car,Small,L2
California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer2,Agent,Luxury SUV,Large,L2
California,No,Extended,College,Employed,M,Rural,Married,Personal,Offer4,Branch,Four-Door Car,Medsize,L3
California,Yes,Basic,College,Retired,M,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,L3
California,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate,Offer2,Agent,Four-Door Car,Medsize,L1
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,L3
California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,L2
California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,Offer1,Branch,SUV,Medsize,L1
California,No,Basic,Master,Disabled,M,Urban,Married,Corporate,Offer1,Call Center,Four-Door Car,Large,L3
California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate,Offer2,Web,SUV,Small,L2
California,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Offer2,Branch,SUV,Medsize,L2
California,Yes,Extended,College,Employed,M,Rural,Married,Corporate,Offer2,Agent,Sports Car,Medsize,L3
California,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal,Offer1,Agent,SUV,Large,L2
California,No,Basic,College,Employed,F,Suburban,Married,Personal,Offer2,Branch,Four-Door Car,Small,L2
California,No,Basic,High School or Below,Employed,M,Rural,Married,Personal,Offer1,Call Center,SUV,Medsize,L3
California,No,Basic,College,Employed,F,Urban,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,L3
California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Corporate,Offer3,Agent,Four-Door Car,Medsize,L1
California,No,Extended,College,Employed,M,Urban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,L3
California,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal,Offer2,Branch,Sports Car,Medsize,L2
California,No,Basic,College,Employed,F,Urban,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,L1
California,Yes,Basic,College,Employed,M,Suburban,Married,Corporate,Offer1,Agent,SUV,Medsize,L3
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate,Offer3,Call Center,Sports Car,Small,L2
California,No,Premium,Master,Employed,M,Urban,Married,Personal,Offer3,Agent,Four-Door Car,Medsize,L2
California,No,Basic,College,Employed,M,Suburban,Married,Corporate,Offer3,Web,Four-Door Car,Small,L3
California,No,Basic,College,Employed,M,Rural,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,L2
California,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer3,Agent,Two-Door Car,Small,L2
California,No,Extended,Master,Employed,M,Suburban,Married,Personal,Offer1,Branch,Two-Door Car,Medsize,L3
California,No,Extended,College,Employed,F,Suburban,Married,Personal,Offer3,Web,SUV,Medsize,L3
California,No,Basic,College,Employed,M,Suburban,Married,Corporate,Offer2,Branch,Two-Door Car,Small,L1
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Offer1,Call Center,SUV,Medsize,L3
California,No,Basic,Doctor,Employed,F,Rural,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,L2
California,Yes,Basic,College,Unemployed,F,Suburban,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,L1
California,No,Extended,Bachelor,Unemployed,F,Rural,Married,Corporate,Offer1,Call Center,SUV,Medsize,L3
California,No,Extended,High School or Below,Employed,F,Rural,Married,Corporate,Offer1,Agent,Four-Door Car,Medsize,L2
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer2,Agent,SUV,Medsize,L2
California,No,Basic,Master,Employed,F,Suburban,Divorced,Corporate,Offer2,Agent,Two-Door Car,Small,L3
California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer1,Call Center,Two-Door Car,Medsize,L2
